,A,B,C,D,E,F,G,H,I,J
20,68.61488156469878,48.15074184257788,26.127202904248758,4.756958374580089,18.56159587487832,19.47004064884951,24.153906577244754,52.58438310808279,77.4085075562062,21.771970526741356
21,43.972601575962514,57.02866847530853,5.982805150829373,33.073336997295286,11.00763575687661,49.624596919223904,24.662127719055082,97.77319332340927,80.1581671100547,81.63438582750578
22,84.45133391429344,57.094767477228345,48.847610984943714,67.09971113869449,89.35618397319243,28.260997344844597,97.55384363567923,80.53061414170884,60.36584747577829,65.76177886515475
23,60.82550633488294,10.119753955613264,61.91991639116116,29.931609426107087,71.06259250262544,88.06939862999175,65.54369113514379,26.995937449704364,69.58222616482847,70.29910742812517
24,87.03211350337486,56.16509408999527,9.000628126631538,82.59284542554116,4.161716995568865,88.84585302528151,64.3797636131233,98.98765430756555,26.326189374840492,18.60854376169776
25,9.119667056955139,57.54544708436023,29.681681730495047,74.98527078103287,10.847744786356373,29.58282506685007,56.2961394555762,25.33674769520199,98.93469796918512,93.59086874217019
26,13.64530229533859,48.895039303899125,24.23403131552957,64.85159212711828,48.30552035749823,96.346632903396,76.99049491853357,38.09553005392878,81.51163344739352,39.843755164273134
27,47.62177507988714,50.38769742656447,96.869040011098,36.44858002061678,21.599426891714824,8.582114525085027,74.37063698540187,8.485110204932866,12.488066665342878,46.51156987372072
28,15.818708247260126,79.2229270335723,13.912070132430031,46.16571126370752,24.34085668516195,13.88459822015189,38.287566255330496,95.81363418954786,33.80307002814431,56.232768934936516
29,47.35761717969643,94.71946218147873,60.86566673399341,91.76340266498462,32.988598657651316,36.88049359831893,97.64887559591516,58.49260237115568,17.76820142901664,49.84554522671804
30,84.80506938553687,12.353489231198333,89.52713192917356,17.69434312155942,28.69959216087985,85.48452865010837,59.474340364235424,85.94642837480275,64.08568057418984,56.928495084271766
31,92.72961316183836,38.83330293375623,11.302210525457234,81.81985058551537,12.858151930315342,4.828700180417201,98.7141219363959,41.24456932110851,52.7973947915117,89.7378833331694
32,89.74814808674022,14.04924197071905,43.47812068686934,41.95555556102103,59.789626565521424,80.65448069834113,37.69428324181704,27.72561201418007,14.58607474648682,24.87282330013114
33,29.581443674284593,48.507135699665604,11.20601669385528,71.34542328947073,64.18477420914367,96.33938687891357,84.87458918021092,93.59307385779155,91.41908404050066,2.456076126057327
34,50.91006214253735,49.000353898328754,30.002680103386048,26.740767414823598,9.72664351608391,72.48608376831145,74.86631814009861,7.433139111245923,98.65149992322645,1.421802010147899
35,0.30816254002523635,27.16799513095185,68.05712741954046,20.90992007351663,69.83953473684052,1.0826941477958374,10.787757236995532,96.28844039086124,39.490881695271305,78.75567172860248
36,29.10694324319315,25.98341255408191,59.38224687066889,20.00178294094841,71.82314436860614,62.53761991698706,62.4022603390725,35.96258715291574,37.962407354497316,57.91358060774018
37,29.350641532802236,2.7820429363289434,93.81491635377971,33.349831750789996,68.56489445449932,65.35971697149391,12.258935283765615,17.69914689630404,12.51988758977024,0.12338157271963857
38,25.464635468646346,7.26688526878323,30.954960399394448,30.29105876265551,11.951470586632428,48.99199685289769,64.75569002478075,87.12966508524573,43.347028638816184,39.915245873817625
39,93.757261782009,98.52568469809047,15.24857815333791,58.96579373538088,80.26834763370402,88.0249631390526,20.962064541196845,22.603947448295425,20.69583194418163,36.75062740248749
40,56.913440226691236,26.556775786824506,52.96074880619287,59.240245965281915,78.89321772419468,78.08226845649114,37.56962529200229,11.282964097851057,71.22273376588669,41.422703005634744
41,35.38149186235346,65.56361425659279,73.88323564042634,72.91181397870716,16.5410231141743,16.471205664640244,41.83755514589262,58.706130907172,24.341012468488387,41.81041230978531
42,88.27695454174304,54.02210354064355,15.476937385141365,72.35964702089368,80.12772322977555,87.62990589054452,98.96471377343703,90.20671989756647,13.431737158367618,2.1223709834235605
43,31.589651597878486,9.75265442154688,29.584040322924654,77.30828445254137,13.861253737394396,56.40520676021076,53.02693243871961,86.02759653097901,51.886517714291145,6.7529275728285825
44,76.44304344342393,21.97694327648779,68.54467950148003,95.78097023389805,48.92343137115365,52.367725665549,36.798905058153366,55.52367660409841,69.03349543011834,94.84262079061385
45,80.43874270834266,54.63439008230284,28.3098189166784,29.019614824198538,93.93912050018068,77.6237975608385,57.09619228848914,52.27610121367475,98.07089887846533,16.08489067307717
46,5.346645581832499,75.01599274880421,6.121145443040287,28.147538417565045,97.1665006107623,79.47550175382305,42.56030498849338,39.33367980316994,6.0602850844290295,99.52833166635988
47,37.59403784761487,98.11406796697099,38.62181572541904,75.98733692098853,90.68455042972542,4.19395433140104,39.54910041093763,86.0845701929739,21.97997271757365,39.152049080402506
48,99.61969654550047,53.17834715265016,89.59539742884613,40.94657375701095,14.210522103402734,56.91418518557633,70.1728212763625,83.91757195678447,7.69391419387161,62.246973998049945
49,63.74005359223662,82.27801696611466,83.77319894816718,58.22358283300644,9.539848531983175,29.658264914138865,68.34904300760482,7.529728177849071,23.851991958824005,20.144685842169906
50,63.280427670495484,68.68084069159177,10.115700613356736,26.698490275006993,7.995132679195837,87.36812561801956,37.701417685725794,51.08227381589381,10.895124978749148,44.911716569731176
51,37.80965470066058,67.1024004541199,45.20939936468707,78.29006048129997,74.13904982173702,13.24934899025707,35.13659549668732,38.25341634068942,5.385461257706248,30.04000246045414
52,84.34678777162004,19.586795470233454,80.25948666837849,33.504367752170324,91.8920078663336,59.925442612242506,80.80471950699433,38.164865805712125,26.194255916590738,6.613834077803416
53,6.4079486889775055,27.308705039136193,25.239977977175233,82.8210899536627,8.890954829547093,38.20873986929788,99.20962217562668,10.385748771848668,94.94898906806026,53.29207399152066
54,35.07154496268618,41.00424659053482,94.37786672320006,2.143148847995746,38.411689442577476,89.36169188602318,9.404986943334425,54.93711584710833,41.840879407643975,5.933301463128437
55,84.00313960220086,8.52465212193273,58.655575668248105,78.87412132147632,53.710994743926044,99.79518064144769,58.963120297435324,39.00881219959772,92.4201530402526,68.06741427008912
56,24.721040927824546,11.080424375039211,58.146529187319985,89.14175753196709,88.03439570594398,54.534956667555576,36.94881320881439,64.57797968191763,62.43038482791894,33.855690968941396
57,38.279559422539236,61.03441857659806,56.58611012696417,89.18877459939296,33.08614032093647,70.26498391841115,37.06457359509662,74.58784790101272,85.52909069519863,99.55223317472061
58,19.01364940170909,4.400963296792204,45.68118359313568,85.14377512032983,26.463371643446276,67.90418374342929,99.58392857669193,41.51167789024554,93.28590617892549,16.05786938891882
59,50.27193119038819,43.542760405870574,18.49922072488994,10.491378919508755,52.676388009618414,23.887686171890365,69.83475358768412,70.99661974126849,37.23813951691108,97.936155164192
60,91.4861093296803,2.2247541706306273,40.39278637482659,35.75163482346241,57.13942487405209,8.300204661274046,1.8514576455664233,43.70509301054904,9.714163335192294,97.75848812502517
61,82.30616422850348,27.790073712867148,99.67423255275418,13.357619018138944,32.371907891206156,72.60620552193603,14.75785120066443,98.27346489829671,59.14275650406575,19.393678347440435
62,58.46557593834819,52.22617395413035,5.62488158036788,6.018314641311662,13.622042845825689,17.175723594263136,97.50605696500926,68.64716738932279,93.67912100469921,12.084573952347677
63,45.69212952394707,89.15913586910469,44.53658085204765,65.23709232528691,9.103288563604151,12.612166134013203,58.087561186355565,30.14023226235928,36.23018957476244,94.66939067635406
64,51.25876766606151,86.27434246466656,96.45265723057908,69.53921250235867,59.11019200068204,73.91621668050678,20.122045398658816,32.963462294603595,90.10103023170544,36.89299547782804
65,72.04298328648187,25.408268169957772,71.16860746156414,73.5553000210113,0.22550493354533963,59.07952429201874,40.66589110236303,70.14000477880282,88.92003386009864,5.357739431493358
66,86.6911214764556,84.41686089093427,49.857843524816445,85.39033144263304,96.62517650701572,89.16491677116228,79.31398192923244,75.47105598570747,24.252477202059243,36.564709749585674
67,2.879630180656745,35.49726135955016,70.11547714766718,36.085698347914565,94.7425877484576,57.08108755967791,65.1205236089375,44.442518232464224,8.851205754540048,30.337193046704712
68,85.09010750529673,87.94167747798812,27.315659224700195,55.01224737832017,67.23433553444569,63.50656652295351,41.9691853260896,75.6911270762516,30.945671194333812,17.093934978160952
69,10.38099806992011,23.674674395122874,50.38676922397218,30.67272513104663,92.29643106876469,36.1539629796803,6.869364981225479,61.42892728298839,64.311007696157,74.22360582915961
70,74.98042538432519,84.55611300285693,57.009232192945724,39.01693180496177,20.801320075842924,73.35155808121516,24.720174087695625,67.12026551062372,57.25031955874292,17.337137384696565
71,27.597108829131102,36.92596897024087,2.549851923060076,74.23039643144537,58.88356396146423,31.58353639725163,10.25344216250852,82.81662480046123,45.50560945503506,96.04907653983919
72,56.532127921538645,6.619176298477203,26.113044487103267,80.67049296492512,71.18645735728144,40.00560966511334,84.19978350393438,94.24898469586911,46.59090388850571,56.64104433536551
73,94.74621907728142,95.15075914029062,33.74673964048234,58.120379394464294,44.611539265405085,99.71172190229532,73.78814464293866,90.5838721037583,42.73477526683058,24.341719515624625
74,88.90136541914089,56.59712620711408,16.047165834326016,87.03986447452425,98.65033505427829,6.357058959243855,82.43067483069349,80.4689943452272,56.98237076909252,56.73507610708429
75,68.5176421165682,88.68615325198022,46.47317227896174,60.001398784859575,89.85191189009176,29.939859749211205,26.076654756703665,91.96341165626502,24.31846037410905,85.20929149904254
76,26.441733947112155,56.30007409852996,89.74429678571416,4.6503850297191285,82.26797218696944,55.4785910411691,73.36725304923763,19.33443573573327,35.62442276368343,19.729687533084395
77,86.41121820748528,58.67271880585988,59.46826476556771,25.6920051878055,45.80368476137438,5.210952440576899,6.036204974224546,0.04916625319724144,96.60013022571903,29.068642966957036
78,11.539410482512702,66.44692598670319,72.1620023778236,70.12051020602924,8.798505123608125,1.954608917250078,62.395213482645,17.0359361501901,31.090986595812442,12.338119066263431
79,72.10873118187155,12.215210103851138,47.488503078823705,42.153159887472626,58.47388089952601,49.56189066213301,41.840327291631105,84.04839819413841,14.79420803839162,93.35032123029693
80,97.32025567439958,12.759681817019707,87.54524533469886,3.8311989628840526,33.77160578549394,93.0303191683674,96.96527470942404,88.98151967564142,20.86641803037311,54.55357569492795
81,66.28730616642639,71.75308633239067,16.97536065426908,65.96049232237813,5.558829123311504,17.49449125598146,0.18310781433709122,44.44520098504279,73.3874673367191,37.94932749511379
82,49.32314198375644,65.74177296515393,33.504431767844736,38.453408451109595,32.3573641626823,87.85348615041686,53.51080071289462,79.75143346448738,29.63286646864366,47.522177591005175
83,98.60480038229684,46.197266781290224,74.58634601640011,26.907950633727918,73.60709598727696,65.09060326590706,94.26874500784893,65.13308285635169,7.403765676195173,13.891263315595326
84,56.09564142723167,24.826548826368477,40.752782494276055,47.637500575354196,97.06426122489773,73.74291775752879,13.026486130704896,52.37654360431664,56.47121664763512,86.61731678158634
85,37.531307758926744,20.534596701173324,90.41152184459693,61.32033311638643,48.626238493506825,19.304690324031636,5.29416755367671,78.90217053722661,36.5156693976189,72.14072176918215
86,42.61041485457662,17.192072903620883,33.001038072434206,35.61770305776394,0.422153040432105,85.03456397238463,98.05957764170059,27.674624315930764,4.648022574780253,84.63480353888177
87,46.27950397797063,10.420610221862436,89.01047185223211,81.04046374578485,86.90511486659123,64.55390613158633,49.43465939732975,57.318587713368494,58.659305351676174,11.253325165905203
88,81.27487390294935,58.45262065544925,67.55520949732899,64.92169042101924,3.138987262088555,28.430670615450293,0.7308795611507213,27.300511649984706,71.0732801518073,24.67462045086638
89,22.073464693250223,26.790128346066343,67.82347350295028,21.194092230675853,78.24086630074582,12.411208360185178,43.35666545873785,78.21629229192936,4.818188174794624,36.46798817050859
90,60.66415564405154,66.87791628082714,90.79365252169669,97.8405641144086,99.54346769287496,62.691574067617616,85.10000365882141,1.5885101311303829,60.45783628434997,55.18481719372366
91,42.83599693175795,70.91961435985031,38.90898786863729,30.877209948230867,84.26391055086391,43.580941610969006,26.97624340400967,83.40210282231327,25.69614279548401,71.11356887280705
92,73.54726791348355,17.036257000736622,5.661304114883448,7.803909878390347,35.031665024553504,62.86847743570455,32.67980150361869,74.30768123698014,77.4604681477997,69.66223081783173
93,32.195435192816966,65.61536569513613,33.53755593715806,59.08493745151748,71.66637144976843,25.792572383086977,88.47610398190733,35.762750035123645,3.063162083185633,94.43168615915262
94,83.64906288355597,97.08538519564043,32.58538215552752,39.04827163957213,55.13747297921744,69.16085409771394,12.311909754288465,80.88239972571311,63.075251419540336,75.10072325662527
95,0.6149881091091713,70.32170976453543,51.735853963044,28.657308386514103,27.41981053000534,65.04906474287748,11.15005286271421,73.00362171251982,52.50346991176139,72.39182413476138
96,25.472952215855894,31.304328560565665,31.010978885325493,43.88347779245561,74.0905470464121,59.72465862535648,47.79849734342363,64.72999571565187,89.77921168305821,92.58846686281257
97,58.56661264439188,21.347494655543166,79.22893641206366,16.83940253358507,64.68552719356542,61.80353663231908,42.86213723447306,30.935720710023606,14.666009553342175,43.463676537496184
98,24.916634547970308,45.5452853262998,11.252487500225861,18.335212157710558,78.58602178092717,6.376914425725855,72.59496061595213,92.427274922771,42.24396029173384,36.00664415760262
99,27.676246316012822,1.905630506304834,48.00193267178432,92.38039726720257,98.10239948655159,60.99892748077739,43.33846951873678,18.613701848020405,60.77664297328595,54.389213498724345
